Country/RegionProvince/State,Thailand,Japan,Singapore,Nepal,Malaysia,CanadaBritish Columbia,AustraliaNew South Wales,AustraliaVictoria,AustraliaQueensland,Cambodia,Sri Lanka,Germany,Finland,United Arab Emirates,Philippines,India,Italy,Sweden,Spain,AustraliaSouth Australia,Belgium,Egypt,AustraliaFrom Diamond Princess,Lebanon,Iraq,Oman,Afghanistan,Bahrain,Kuwait,Algeria,Croatia,Switzerland,Austria,Israel,Pakistan,Brazil,Georgia,Greece,North Macedonia,Norway,Romania,Estonia,Netherlands,San Marino,Belarus,Iceland,Lithuania,Mexico,New Zealand,Nigeria,AustraliaWestern Australia,Ireland,Luxembourg,Monaco,Qatar,Ecuador,Azerbaijan,Armenia,Dominican Republic,Indonesia,Portugal,Andorra,AustraliaTasmania,Latvia,Morocco,Saudi Arabia,Senegal,Argentina,Chile,Jordan,Ukraine,Hungary,AustraliaNorthern Territory,Liechtenstein,Poland,Tunisia,Bosnia and Herzegovina,Slovenia,South Africa,Bhutan,Cameroon,Colombia,Costa Rica,Peru,Serbia,Slovakia,Togo,French Guiana,Malta,Martinique,Bulgaria,Maldives,Bangladesh,Paraguay,CanadaOntario,CanadaAlberta,CanadaQuebec,Albania,Cyprus,Brunei,USWashington,USNew York,USCalifornia,USMassachusetts,USDiamond Princess,USGrand Princess,USGeorgia,USColorado,USFlorida,USNew Jersey,USOregon,USTexas,USIllinois,USPennsylvania,USIowa,USMaryland,USNorth Carolina,USSouth Carolina,USTennessee,USVirginia,USArizona,USIndiana,USKentucky,USDistrict of Columbia,USNevada,USNew Hampshire,USMinnesota,USNebraska,USOhio,USRhode Island,USWisconsin,USConnecticut,USHawaii,USOklahoma,USUtah,Burkina Faso,Holy See,Mongolia,Panama,USKansas,USLouisiana,USMissouri,USVermont,USAlaska,USArkansas,USDelaware,USIdaho,USMaine,USMichigan,USMississippi,USMontana,USNew Mexico,USNorth Dakota,USSouth Dakota,USWest Virginia,USWyoming,ChinaHubei,Iran,"Korea, South",FranceFrance,ChinaGuangdong,ChinaHenan,ChinaZhejiang,ChinaHunan,ChinaAnhui,ChinaJiangxi,ChinaShandong,Cruise ShipDiamond Princess,ChinaJiangsu,ChinaChongqing,ChinaSichuan,ChinaHeilongjiang,United KingdomUK,DenmarkDenmark,ChinaBeijing,ChinaShanghai,ChinaHebei,ChinaFujian,ChinaGuangxi,ChinaShaanxi,ChinaYunnan,ChinaHainan,ChinaGuizhou,ChinaTianjin,ChinaShanxi,ChinaGansu,ChinaHong Kong,ChinaLiaoning,ChinaJilin,Czechia,ChinaXinjiang,ChinaInner Mongolia,ChinaNingxia,Taiwan*,Vietnam,Russia,ChinaQinghai,ChinaMacau,Moldova,Bolivia,DenmarkFaroe Islands,FranceSt Martin,Honduras,United KingdomChannel Islands,CanadaNew Brunswick,ChinaTibet,Congo (Kinshasa),Cote d'Ivoire,FranceSaint Barthelemy,Jamaica,Reunion,Turkey,United KingdomGibraltar,"USKitsap, WA","USSolano, CA","USSanta Cruz, CA","USNapa, CA","USVentura, CA","USWorcester, MA","USGwinnett, GA","USDeKalb, GA","USFloyd, GA","USFayette, GA","USGregg, TX","USMonmouth, NJ","USBurlington, NJ","USCamden, NJ","USPassaic, NJ","USUnion, NJ","USEagle, CO","USLarimer, CO","USArapahoe, CO","USGunnison, CO","USKane, IL","USMonroe, PA","USPhiladelphia, PA","USNorfolk, VA","USArlington, VA","USSpotsylvania, VA","USLoudoun, VA","USPrince George's, MD","USPottawattamie, IA","USCamden, NC","USPima, AZ","USNoble, IN","USAdams, IN","USBoone, IN","USDane, WI","USPierce, WI","USCuyahoga, OH","USWeber, UT","USBennington County, VT","USCarver County, MN","USCharlotte County, FL","USCherokee County, GA","USCollin County, TX","USJefferson County, KY","USJefferson Parish, LA","USShasta County, CA","USSpartanburg County, SC","USHarrison County, KY","USJohnson County, IA","USBerkshire County, MA","USDavidson County, TN","USDouglas County, OR","USFresno County, CA","USHarford County, MD","USHendricks County, IN","USHudson County, NJ","USJohnson County, KS","USKittitas County, WA","USManatee County, FL","USMarion County, OR","USOkaloosa County, FL","USPolk County, GA","USRiverside County, CA","USShelby County, TN","USSt. Louis County, MO","USSuffolk County, NY","USUlster County, NY","USVolusia County, FL","USFairfax County, VA","USRockingham County, NH","USWashington, D.C.","USMontgomery County, PA","USAlameda County, CA","USBroward County, FL","USLee County, FL","USPinal County, AZ","USRockland County, NY","USSaratoga County, NY","USCharleston County, SC","USClark County, WA","USCobb County, GA","USDavis County, UT","USEl Paso County, CO","USHonolulu County, HI","USJackson County, OR ","USJefferson County, WA","USKershaw County, SC","USKlamath County, OR","USMadera County, CA","USPierce County, WA","USTulsa County, OK","USDouglas County, CO","USProvidence County, RI","USChatham County, NC","USDelaware County, PA","USDouglas County, NE","USFayette County, KY","USMarion County, IN","USMiddlesex County, MA","USNassau County, NY","USRamsey County, MN","USWashoe County, NV","USWayne County, PA","USYolo County, CA","USSanta Clara County, CA","USClark County, NV","USFort Bend County, TX","USGrant County, WA","USSanta Rosa County, FL","USWilliamson County, TN","USNew York County, NY","USMontgomery County, MD","USSuffolk County, MA","USDenver County, CO","USSummit County, CO","USBergen County, NJ","USHarris County, TX","USSan Francisco County, CA","USContra Costa County, CA","USOrange County, CA","USNorfolk County, MA","USMaricopa County, AZ","USWake County, NC","USWestchester County, NY","USGrafton County, NH","USHillsborough, FL","USPlacer County, CA","USSan Mateo, CA","USSonoma County, CA","USUmatilla, OR","USFulton County, GA","USWashington County, OR","USSnohomish County, WA","USHumboldt County, CA","USSacramento County, CA","USSan Diego County, CA","USSan Benito, CA","USLos Angeles, CA","USKing County, WA","USCook County, IL","USSkagit, WA","USThurston, WA","USIsland, WA","USWhatcom, WA","USMarin, CA","USCalaveras, CA","USStanislaus, CA","USSan Joaquin, CA","USEssex, MA","USCharlton, GA","USCollier, FL","USPinellas, FL","USAlachua, FL","USNassau, FL","USPasco, FL","USDallas, TX","USTarrant, TX","USMontgomery, TX","USMiddlesex, NJ","USJefferson, CO","USMultnomah, OR","USPolk, OR","USDeschutes, OR","USMcHenry, IL","USLake, IL","USBucks, PA","USHanover, VA","USLancaster, SC","USSullivan, TN","USJohnson, IN","USHoward, IN","USSt. Joseph, IN","USKnox, NE","USStark, OH","USAnoka, MN","USOlmsted, MN","USSummit, UT","USFairfield, CT","USLitchfield, CT","USOrleans, LA","USPennington, SD","USBeadle, SD","USCharles Mix, SD","USDavison, SD","USMinnehaha, SD","USBon Homme, SD","USSocorro, NM","USBernalillo, NM","USOakland, MI","USWayne, MI","USNew Castle, DE",Cuba,Guyana
2/24/20,35,159,89,1,22,6,4,4,5,1,1,16,1,13,3,3,229,1,2,2,1,1,7,1,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64287,61,833,12,1345,1271,1205,1016,989,934,755,691,631,576,527,480,13,0,399,335,311,293,251,245,174,168,146,135,133,91,79,121,93,0,76,75,71,30,16,2,18,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/25/20,37,170,91,1,22,7,4,4,5,1,1,17,1,13,3,3,322,1,6,2,1,1,7,1,1,2,1,23,11,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64786,95,977,14,1347,1271,1205,1016,989,934,756,691,631,576,529,480,13,0,400,336,311,294,252,245,174,168,146,135,133,91,84,121,93,0,76,75,71,31,16,2,18,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/26/20,40,189,93,1,22,7,4,4,5,1,1,27,2,13,3,3,453,2,13,2,1,1,7,2,5,4,1,33,26,1,3,1,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65187,139,1261,18,1347,1271,1205,1016,989,934,756,705,631,576,531,480,13,0,400,337,312,294,252,245,174,168,146,135,133,91,91,121,93,0,76,75,71,32,16,2,18,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/27/20,40,214,93,1,23,7,4,4,5,1,1,46,2,13,3,3,655,7,15,2,1,1,8,2,7,4,1,33,43,1,3,8,3,3,2,1,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65596,245,1766,38,1347,1272,1205,1017,989,934,756,705,631,576,534,480,15,1,410,337,317,296,252,245,174,168,146,136,133,91,92,121,93,0,76,75,72,32,16,2,18,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/28/20,41,228,93,1,23,7,4,4,5,1,1,48,2,19,3,3,888,7,32,2,1,1,8,2,7,4,1,36,45,1,5,8,3,4,2,1,1,4,1,6,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65914,388,2337,57,1348,1272,1205,1017,990,935,756,705,631,576,538,480,20,1,410,337,318,296,252,245,174,168,146,136,133,91,94,121,93,0,76,75,72,34,16,2,18,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/29/20,42,241,102,1,25,8,4,7,9,1,1,79,3,21,3,3,1128,12,45,3,1,1,0,4,13,6,1,41,45,1,6,18,9,7,4,2,1,4,1,15,3,1,6,1,1,1,1,4,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66337,593,3150,100,1349,1272,1205,1018,990,935,756,705,631,576,538,480,23,3,411,337,318,296,252,245,174,168,146,136,133,91,95,121,93,0,76,75,73,39,16,2,18,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/20,42,256,106,1,29,8,6,7,9,1,1,130,6,21,3,3,1694,14,84,3,2,2,0,10,19,6,1,47,45,1,7,27,14,10,4,2,3,7,1,19,3,1,10,1,1,3,1,5,1,1,2,1,1,1,3,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66907,978,3736,130,1349,1272,1205,1018,990,935,758,705,631,576,538,480,36,4,413,337,318,296,252,245,174,168,146,136,133,91,96,122,93,3,76,75,73,40,16,2,18,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,2,2,2,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/02/20,43,274,108,1,29,8,6,9,9,1,1,159,6,21,3,5,2036,15,120,3,8,2,0,13,26,6,1,49,56,3,7,42,18,10,4,2,3,7,1,25,3,1,18,8,1,6,1,5,1,1,2,1,1,1,3,6,3,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67103,1501,4335,191,1350,1272,1206,1018,990,935,758,705,631,576,538,480,40,4,414,337,318,296,252,245,174,168,146,136,133,91,100,122,93,3,76,75,74,41,16,3,18,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,2,4,1,2,2,2,1,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/03/20,43,293,110,1,36,9,13,9,11,1,1,196,6,27,3,5,2502,21,165,3,13,2,0,13,32,12,1,49,56,5,9,56,21,12,5,2,3,7,1,32,3,2,24,10,1,11,1,5,1,1,2,2,1,1,7,7,3,1,1,2,2,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67217,2336,5186,204,1350,1272,1213,1018,990,935,758,706,631,576,538,480,51,6,414,338,318,296,252,245,174,168,146,136,133,91,100,125,93,5,76,75,74,42,16,3,18,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,2,2,1,2,1,1,2,2,6,1,2,2,2,1,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/04/20,43,331,110,1,50,12,22,10,11,1,1,262,6,27,3,28,3089,35,222,5,23,2,0,13,35,15,1,52,56,12,10,90,29,15,5,4,3,9,1,56,4,2,38,16,6,26,1,5,3,1,2,6,1,1,8,10,3,1,1,2,5,1,1,1,1,1,4,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67332,2922,5621,285,1350,1272,1213,1018,990,935,758,706,631,576,538,480,85,10,418,338,318,296,252,245,174,168,146,136,133,91,105,125,93,8,76,75,75,42,16,3,18,10,0,0,1,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,1,1,1,10,2,2,2,2,1,1,2,2,8,1,2,2,2,7,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/05/20,47,360,117,1,50,13,22,10,13,1,1,482,12,29,3,30,3858,94,259,5,50,3,0,16,35,16,1,55,58,12,10,114,41,20,5,4,4,31,1,87,6,3,82,21,6,34,1,5,3,1,3,6,1,1,8,13,6,1,1,2,8,1,1,1,2,5,4,1,4,1,1,2,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,2,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67466,3513,6088,377,1351,1272,1215,1018,990,935,758,706,631,576,539,481,115,10,418,339,318,296,252,245,174,168,146,136,133,102,105,125,93,12,76,75,75,44,16,4,18,10,0,0,1,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,20,1,1,1,1,1,4,0,1,0,0,2,2,2,1,3,1,1,1,18,2,2,2,2,1,1,2,2,18,1,2,3,2,11,51,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/06/20,48,420,130,1,83,21,26,10,13,1,1,670,15,29,5,31,4636,101,400,7,109,15,0,22,40,16,1,60,58,17,11,214,55,37,6,13,4,45,3,108,9,10,128,21,6,43,1,6,4,1,3,18,2,1,8,13,6,1,2,4,13,1,1,1,2,5,4,2,4,1,1,2,0,1,5,1,2,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,25,1,2,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67592,4747,6593,653,1352,1272,1215,1018,990,935,758,696,631,576,539,481,163,23,422,342,318,296,252,245,174,168,146,136,133,119,107,125,93,18,76,75,75,45,16,13,18,10,0,0,1,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,11,3,3,2,1,2,3,2,3,3,2,2,1,19,2,2,5,2,1,1,2,2,19,1,2,3,2,13,58,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
